,Episode,Exit Code,Exit Code Decomp,Total Success Decomp,Total Success Orig,Experiment,LLM,Temp,Domain Exp,Scene Exp,Domain Qry,Scene Qry,Time Domain,Time Prune,Time Problem,Time Decomp,Total LLM Time,Subgoals,Completed Subgoals,Plan Time,Cost,Node Expanded,Plan Time Decomp,Plan Time Sub-P,Node Expanded Decomp,Node Expanded Sub-P,Cost Decomp,Cost Sub-P,GT Cost,Items Keep
0,0,2,2,0,0,['all'],gpt-4o,0.0,exhousework,exhome,housework,home,8.955965518951416,1.626406192779541,4.211548805236816,2.3332481384277344,17.127168655395508,6,1,0.0,0,0,0.001933,[0.001933],18,[18],5,[5],16,"('food', 'microwave', 'desk', 'water_bottle', 'eggs', 'egg_container')"
1,1,2,2,0,0,['all'],gpt-4o,0.0,exhousework,exhome,housework,home,7.389653205871582,0.7146453857421875,2.9901559352874756,14.926081418991089,26.020535945892334,6,1,0.0,0,0,0.002107,[0.002107],18,[18],5,[5],16,"('food', 'microwave', 'desk', 'water_bottle', 'eggs', 'egg_container')"
